2008,1,3,1000000.0
2008,1,4,999892.0
2008,1,7,999881.0
2008,1,8,999800.0
2008,1,9,999814.0
2008,1,10,999879.0
2008,1,11,999879.0
2008,1,14,999879.0
2008,1,15,999879.0
2008,1,16,999879.0
2008,1,17,999879.0
2008,1,18,999879.0
2008,1,22,999889.0
2008,1,23,999881.0
2008,1,24,999918.0
2008,1,25,999947.0
2008,1,28,1000006.0
2008,1,29,1000006.0
2008,1,30,1000006.0
2008,1,31,1000006.0
2008,2,1,1000006.0
2008,2,4,1000006.0
2008,2,5,1000006.0
2008,2,6,999981.0
2008,2,7,999975.0
2008,2,8,999963.0
2008,2,11,999992.0
2008,2,12,1000018.0
2008,2,13,1000018.0
2008,2,14,1000018.0
2008,2,15,1000006.0
2008,2,19,999972.0
2008,2,20,999920.0
2008,2,21,999900.0
2008,2,22,999940.0
2008,2,25,999940.0
2008,2,26,999940.0
2008,2,27,999940.0
2008,2,28,999940.0
2008,2,29,999940.0
2008,3,3,999940.0
2008,3,4,999940.0
2008,3,5,999940.0
2008,3,6,999940.0
2008,3,7,999940.0
2008,3,10,999940.0
2008,3,11,999940.0
2008,3,12,999940.0
2008,3,13,999940.0
2008,3,14,999940.0
2008,3,17,999940.0
2008,3,18,999940.0
2008,3,19,999940.0
2008,3,20,999940.0
2008,3,24,999940.0
2008,3,25,999940.0
2008,3,26,999940.0
2008,3,27,999916.0
2008,3,28,999933.0
2008,3,31,999955.0
2008,4,1,999993.0
2008,4,2,999975.0
2008,4,3,999975.0
2008,4,4,999975.0
2008,4,7,999975.0
2008,4,8,999975.0
2008,4,9,999976.0
2008,4,10,999992.0
2008,4,11,999970.0
2008,4,14,999915.0
2008,4,15,999963.0
2008,4,16,1000042.0
2008,4,17,1000067.0
2008,4,18,1000054.0
2008,4,21,1000031.0
2008,4,22,1000042.0
2008,4,23,1000003.0
2008,4,24,1000032.0
2008,4,25,1000054.0
2008,4,28,1000054.0
2008,4,29,1000054.0
2008,4,30,1000054.0
2008,5,1,1000054.0
2008,5,2,1000054.0
2008,5,5,1000054.0
2008,5,6,1000054.0
2008,5,7,1000054.0
2008,5,8,1000054.0
2008,5,9,1000054.0
2008,5,12,1000054.0
2008,5,13,1000054.0
2008,5,14,1000054.0
2008,5,15,1000054.0
2008,5,16,1000054.0
2008,5,19,1000047.0
2008,5,20,1000005.0
2008,5,21,999972.0
2008,5,22,999975.0
2008,5,23,999942.0
2008,5,27,999964.0
2008,5,28,999957.0
2008,5,29,999957.0
2008,5,30,999957.0
2008,6,2,999957.0
2008,6,3,999957.0
2008,6,4,999957.0
2008,6,5,999957.0
2008,6,6,999916.0
2008,6,9,999870.0
2008,6,10,999882.0
2008,6,11,999812.0
2008,6,12,999827.0
2008,6,13,999827.0
2008,6,16,999827.0
2008,6,17,999827.0
2008,6,18,999827.0
2008,6,19,999872.0
2008,6,20,999906.0
2008,6,23,999900.0
2008,6,24,999911.0
2008,6,25,999924.0
2008,6,26,999924.0
2008,6,27,999924.0
2008,6,30,999924.0
2008,7,1,999942.0
2008,7,2,999847.0
2008,7,3,999837.0
2008,7,7,999780.0
2008,7,8,1000031.0
2008,7,9,999873.0
2008,7,10,999778.0
2008,7,11,999553.0
2008,7,14,999216.0
2008,7,15,999151.0
2008,7,16,999718.0
2008,7,17,999873.0
2008,7,18,999923.0
2008,7,21,999923.0
